Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Expiration Date
2013-02-19,X (Nov 13),19.35,19.58,19.2,19.58,19.5,19.5,39,0,32,2013-11-20
2013-02-20,X (Nov 13),19.45,19.75,19.1,19.75,19.75,0.25,133,0,157,2013-11-20
2013-02-21,X (Nov 13),19.87,20.2,19.25,20.1,20.15,0.4,359,0,282,2013-11-20
2013-02-22,X (Nov 13),19.93,19.98,19.63,19.75,19.8,-0.35,394,0,503,2013-11-20
2013-02-25,X (Nov 13),19.6,20.47,19.37,20.03,20.0,0.2,892,0,1012,2013-11-20
2013-02-26,X (Nov 13),19.93,20.15,19.65,20.0,19.95,-0.05,207,0,1058,2013-11-20
2013-02-27,X (Nov 13),19.95,19.98,19.43,19.65,19.6,-0.35,580,0,1322,2013-11-20
2013-02-28,X (Nov 13),19.42,19.89,19.32,19.75,19.75,0.15,348,0,1485,2013-11-20
2013-03-01,X (Nov 13),19.85,19.95,19.49,19.9,19.85,0.1,212,0,1558,2013-11-20
2013-03-04,X (Nov 13),19.6,19.94,19.5,19.55,19.55,-0.3,67,0,1589,2013-11-20
2013-03-05,X (Nov 13),19.4,19.45,19.13,19.2,19.15,-0.4,506,0,1823,2013-11-20
2013-03-06,X (Nov 13),19.11,19.3,19.1,19.1,19.1,-0.05,191,0,1911,2013-11-20
2013-03-07,X (Nov 13),19.08,19.15,19.03,19.1,19.1,0.0,492,0,2143,2013-11-20
2013-03-08,X (Nov 13),19.0,19.17,18.9,19.04,19.05,-0.05,410,0,2372,2013-11-20
2013-03-11,X (Nov 13),19.15,19.25,18.94,18.94,18.9,-0.15,616,0,2687,2013-11-20
2013-03-12,X (Nov 13),19.07,19.3,18.95,19.05,19.1,0.2,446,0,2900,2013-11-20
2013-03-13,X (Nov 13),19.2,19.27,19.04,19.15,19.15,0.05,177,0,2940,2013-11-20
2013-03-14,X (Nov 13),19.2,19.2,19.05,19.1,19.1,-0.05,420,0,3121,2013-11-20
2013-03-15,X (Nov 13),19.05,19.25,19.05,19.13,19.15,0.05,123,0,3117,2013-11-20
2013-03-18,X (Nov 13),19.45,19.65,19.2,19.35,19.4,0.25,182,0,3110,2013-11-20
2013-03-19,X (Nov 13),19.15,19.8,19.11,19.4,19.5,0.1,552,0,3085,2013-11-20
2013-03-20,X (Nov 13),19.4,19.4,19.05,19.4,19.4,-0.1,155,0,3138,2013-11-20
2013-03-21,X (Nov 13),19.5,19.65,19.35,19.45,19.45,0.05,185,0,3197,2013-11-20
2013-03-22,X (Nov 13),19.35,19.48,19.3,19.45,19.45,0.0,396,0,3264,2013-11-20
2013-03-25,X (Nov 13),19.15,19.65,19.15,19.2,19.2,-0.25,252,0,3337,2013-11-20
2013-03-26,X (Nov 13),19.05,19.15,18.93,19.1,19.1,-0.1,411,0,3368,2013-11-20
2013-03-27,X (Nov 13),19.22,19.4,19.09,19.2,19.2,0.1,348,0,3461,2013-11-20
2013-03-28,X (Nov 13),19.15,19.3,19.15,19.27,19.25,0.05,155,0,3515,2013-11-20
2013-04-01,X (Nov 13),19.2,19.4,19.17,19.4,19.4,0.15,214,0,3578,2013-11-20
2013-04-02,X (Nov 13),19.15,19.25,19.0,19.15,19.15,-0.25,982,0,4024,2013-11-20
2013-04-03,X (Nov 13),19.12,19.3,19.03,19.25,19.3,0.15,1045,0,4252,2013-11-20
2013-04-04,X (Nov 13),19.12,19.45,19.1,19.2,19.25,-0.05,1015,0,4488,2013-11-20
2013-04-05,X (Nov 13),19.45,19.75,19.2,19.3,19.3,0.05,805,0,4527,2013-11-20
2013-04-08,X (Nov 13),19.21,19.25,18.95,18.95,19.0,-0.3,364,0,4473,2013-11-20
2013-04-09,X (Nov 13),18.95,19.07,18.8,18.87,18.9,-0.1,280,0,4505,2013-11-20
2013-04-10,X (Nov 13),18.8,18.8,18.55,18.7,18.65,-0.25,491,0,4619,2013-11-20
2013-04-11,X (Nov 13),18.6,18.72,18.4,18.7,18.65,0.0,321,0,4616,2013-11-20
2013-04-12,X (Nov 13),18.75,18.85,18.4,18.4,18.45,-0.2,413,0,4636,2013-11-20
2013-04-15,X (Nov 13),18.6,19.75,18.4,19.36,19.35,0.9,960,0,4646,2013-11-20
2013-04-16,X (Nov 13),18.74,18.95,18.4,18.63,18.65,-0.7,1072,0,4887,2013-11-20
2013-04-17,X (Nov 13),18.89,19.15,18.65,18.84,18.85,0.2,3475,0,5535,2013-11-20
2013-04-18,X (Nov 13),18.68,19.33,18.65,19.24,19.25,0.4,2249,0,6159,2013-11-20
2013-04-19,X (Nov 13),19.0,19.45,18.82,19.42,19.45,0.2,5043,6,7545,2013-11-20
2013-04-22,X (Nov 13),19.35,19.35,18.8,18.99,19.0,-0.45,3277,0,8106,2013-11-20
