Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Expiration Date
2012-07-12,J (Apr 13),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2013-04-17
2012-07-13,J (Apr 13),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2013-04-17
2012-07-16,J (Apr 13),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2013-04-17
2012-07-17,J (Apr 13),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2013-04-17
2012-07-18,J (Apr 13),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2013-04-17
2012-07-19,J (Apr 13),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2013-04-17
2012-07-20,J (Apr 13),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2013-04-17
2012-07-23,J (Apr 13),0.0,0.0,0.0,0.0,26.1,26.1,0,0,0,2013-04-17
2012-07-24,J (Apr 13),29.95,29.95,28.25,28.25,28.25,2.15,2,0,2,2013-04-17
2012-07-25,J (Apr 13),28.25,28.25,27.89,27.9,28.1,-0.15,3,0,3,2013-04-17
2012-07-26,J (Apr 13),27.54,27.55,27.51,27.55,27.3,-0.8,9,0,9,2013-04-17
2012-07-27,J (Apr 13),26.91,27.35,26.8,27.15,27.15,-0.15,26,0,23,2013-04-17
2012-07-30,J (Apr 13),27.45,27.45,26.7,26.7,27.5,0.35,2,0,22,2013-04-17
2012-07-31,J (Apr 13),27.6,27.6,27.58,27.6,27.7,0.2,17,0,34,2013-04-17
2012-08-01,J (Apr 13),27.4,27.55,27.2,27.4,27.8,0.1,36,0,47,2013-04-17
2012-08-02,J (Apr 13),27.8,28.05,27.75,27.8,27.8,0.0,23,0,54,2013-04-17
2012-08-03,J (Apr 13),27.6,27.65,27.3,27.3,27.35,-0.45,168,0,173,2013-04-17
2012-08-06,J (Apr 13),26.89,27.11,26.73,27.0,27.05,-0.3,175,0,261,2013-04-17
2012-08-07,J (Apr 13),27.07,27.45,26.85,27.37,27.4,0.35,83,0,312,2013-04-17
2012-08-08,J (Apr 13),27.25,27.26,26.97,27.0,27.4,0.0,7,0,312,2013-04-17
2012-08-09,J (Apr 13),27.1,27.24,27.1,27.12,27.1,-0.3,16,0,309,2013-04-17
2012-08-10,J (Apr 13),27.05,27.15,26.91,26.91,26.95,-0.15,38,0,306,2013-04-17
2012-08-13,J (Apr 13),26.9,26.94,26.8,26.9,26.95,0.0,40,0,305,2013-04-17
2012-08-14,J (Apr 13),27.15,27.45,27.15,27.45,27.4,0.45,13,0,313,2013-04-17
2012-08-15,J (Apr 13),27.1,27.35,27.09,27.35,27.3,-0.1,320,0,602,2013-04-17
2012-08-16,J (Apr 13),27.45,27.45,27.19,27.19,27.2,-0.1,202,0,766,2013-04-17
2012-08-17,J (Apr 13),27.39,27.46,27.13,27.13,27.15,-0.05,99,0,851,2013-04-17
2012-08-20,J (Apr 13),27.25,27.52,27.24,27.52,27.5,0.35,196,0,961,2013-04-17
2012-08-21,J (Apr 13),27.45,28.01,27.38,27.93,27.9,0.4,492,0,1381,2013-04-17
2012-08-22,J (Apr 13),28.15,28.15,27.8,28.15,28.1,0.2,544,0,1668,2013-04-17
2012-08-23,J (Apr 13),28.1,28.5,28.1,28.5,28.4,0.3,323,0,1916,2013-04-17
2012-08-24,J (Apr 13),28.49,28.55,28.13,28.19,28.4,0.0,186,0,1941,2013-04-17
2012-08-27,J (Apr 13),28.3,28.36,28.05,28.3,28.35,-0.05,377,0,2136,2013-04-17
2012-08-28,J (Apr 13),28.39,28.4,28.15,28.4,28.35,0.0,472,0,2287,2013-04-17
2012-08-29,J (Apr 13),28.38,28.55,28.0,28.55,28.5,0.15,766,0,2589,2013-04-17
2012-08-30,J (Apr 13),28.64,28.74,28.35,28.7,28.65,0.15,437,0,2837,2013-04-17
2012-08-31,J (Apr 13),28.1,28.55,27.95,28.13,28.25,-0.4,641,0,3166,2013-04-17
2012-09-04,J (Apr 13),28.21,28.54,28.15,28.25,28.35,0.1,498,0,3376,2013-04-17
2012-09-05,J (Apr 13),28.45,28.45,27.85,27.88,27.85,-0.5,861,0,3877,2013-04-17
2012-09-06,J (Apr 13),27.69,27.7,26.93,27.06,27.1,-0.75,2794,0,3771,2013-04-17
2012-09-07,J (Apr 13),26.7,26.8,26.34,26.5,26.5,-0.6,855,0,3947,2013-04-17
2012-09-10,J (Apr 13),26.5,27.0,26.4,27.0,26.95,0.45,608,0,4230,2013-04-17
2012-09-11,J (Apr 13),26.65,26.73,26.2,26.7,26.7,-0.25,486,0,4367,2013-04-17
2012-09-12,J (Apr 13),26.45,26.45,25.85,26.1,26.05,-0.65,501,0,4327,2013-04-17
2012-09-13,J (Apr 13),26.01,26.25,24.9,25.4,25.35,-0.7,1434,0,4699,2013-04-17
2012-09-14,J (Apr 13),24.85,25.45,24.48,25.26,25.35,0.0,1384,0,4563,2013-04-17
2012-09-17,J (Apr 13),25.3,25.35,24.85,25.15,25.1,-0.25,2390,0,5294,2013-04-17
2012-09-18,J (Apr 13),24.95,25.23,24.6,24.74,24.75,-0.35,594,0,4625,2013-04-17
