Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Expiration Date
2007-08-22,Q (Aug 08),0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2008-08-20
2007-08-23,Q (Aug 08),21.32,21.32,21.27,21.27,21.29,21.29,20,0,20,2008-08-20
2007-08-24,Q (Aug 08),20.92,20.92,20.87,20.87,20.65,-0.64,20,0,40,2008-08-20
2007-08-27,Q (Aug 08),0.0,0.0,0.0,0.0,20.87,0.22,0,0,40,2008-08-20
2007-08-28,Q (Aug 08),0.0,0.0,0.0,0.0,21.3,0.43,0,0,40,2008-08-20
2007-08-29,Q (Aug 08),21.5,21.5,21.5,21.5,21.45,0.15,10,0,50,2008-08-20
2007-08-30,Q (Aug 08),0.0,0.0,0.0,0.0,21.61,0.16,0,0,50,2008-08-20
2007-08-31,Q (Aug 08),0.0,0.0,0.0,0.0,21.55,-0.06,0,0,50,2008-08-20
2007-09-04,Q (Aug 08),21.1,21.1,21.1,21.1,21.08,-0.47,10,0,60,2008-08-20
2007-09-05,Q (Aug 08),0.0,0.0,0.0,0.0,21.62,0.54,0,0,60,2008-08-20
2007-09-06,Q (Aug 08),21.23,21.23,21.19,21.19,21.43,-0.19,20,0,80,2008-08-20
2007-09-07,Q (Aug 08),0.0,0.0,0.0,0.0,21.64,0.21,0,0,80,2008-08-20
2007-09-10,Q (Aug 08),0.0,0.0,0.0,0.0,21.8,0.16,0,0,80,2008-08-20
2007-09-11,Q (Aug 08),0.0,0.0,0.0,0.0,21.46,-0.34,0,0,80,2008-08-20
2007-09-12,Q (Aug 08),21.35,21.35,21.35,21.35,21.55,0.09,20,0,100,2008-08-20
2007-09-13,Q (Aug 08),21.36,21.45,21.29,21.45,21.36,-0.19,21,0,101,2008-08-20
2007-09-14,Q (Aug 08),0.0,0.0,0.0,0.0,21.36,0.0,0,0,101,2008-08-20
2007-09-17,Q (Aug 08),21.47,21.52,21.36,21.36,21.47,0.11,12,0,113,2008-08-20
2007-09-18,Q (Aug 08),21.3,21.3,20.86,20.86,20.75,-0.72,2,0,103,2008-08-20
2007-09-19,Q (Aug 08),20.6,20.66,20.0,20.2,20.13,-0.62,766,0,838,2008-08-20
2007-09-20,Q (Aug 08),20.2,20.22,20.15,20.2,20.18,0.05,363,0,1142,2008-08-20
2007-09-21,Q (Aug 08),20.15,20.15,19.58,19.58,19.62,-0.56,229,0,1342,2008-08-20
2007-09-24,Q (Aug 08),19.52,19.58,19.42,19.58,19.51,-0.11,493,0,1639,2008-08-20
2007-09-25,Q (Aug 08),19.75,19.75,19.5,19.55,19.54,0.03,129,0,1602,2008-08-20
2007-09-26,Q (Aug 08),19.45,19.45,19.25,19.25,19.34,-0.2,125,0,1713,2008-08-20
2007-09-27,Q (Aug 08),19.3,19.3,19.3,19.3,19.27,-0.07,30,0,1688,2008-08-20
2007-09-28,Q (Aug 08),19.4,19.59,19.4,19.59,19.54,0.27,15,0,1697,2008-08-20
2007-10-01,Q (Aug 08),19.33,19.5,19.12,19.5,19.44,-0.1,261,0,1777,2008-08-20
2007-10-02,Q (Aug 08),19.65,19.65,19.55,19.6,19.55,0.11,60,0,1812,2008-08-20
2007-10-03,Q (Aug 08),19.73,19.78,19.73,19.78,19.78,0.23,20,0,1817,2008-08-20
