Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest,Expiration Date
2006-07-24,U (Sep 06),157.5,157.5,157.5,157.5,158.0,0.0,7,0,7,2006-09-20
2006-07-25,U (Sep 06),158.0,158.0,153.0,153.0,153.4,-4.6,37,0,44,2006-09-20
2006-07-26,U (Sep 06),151.8,151.8,151.0,151.0,152.8,-0.6,20,0,64,2006-09-20
2006-07-27,U (Sep 06),150.9,154.5,150.9,154.5,155.2,2.4,4,0,66,2006-09-20
2006-07-28,U (Sep 06),152.0,152.5,151.5,151.5,151.6,-3.6,21,0,72,2006-09-20
2006-07-31,U (Sep 06),154.2,154.2,153.1,154.0,153.6,2.0,21,0,92,2006-09-20
2006-08-01,U (Sep 06),156.6,156.9,156.6,156.7,157.4,3.8,17,0,99,2006-09-20
2006-08-02,U (Sep 06),156.2,156.2,155.6,155.6,154.6,-2.8,13,0,100,2006-09-20
2006-08-03,U (Sep 06),153.0,154.2,152.0,154.2,153.1,-1.5,12,0,83,2006-09-20
2006-08-04,U (Sep 06),151.3,155.1,150.4,155.1,155.2,2.1,109,0,160,2006-09-20
2006-08-07,U (Sep 06),156.0,156.5,155.5,156.0,156.1,0.9,39,0,182,2006-09-20
2006-08-08,U (Sep 06),155.1,157.0,154.6,156.6,155.6,-0.5,60,0,232,2006-09-20
2006-08-09,U (Sep 06),153.8,154.5,152.1,153.8,153.5,-2.1,241,0,447,2006-09-20
2006-08-10,U (Sep 06),155.3,158.0,155.3,156.1,155.2,1.7,2653,0,3051,2006-09-20
2006-08-11,U (Sep 06),155.6,156.6,155.5,155.5,156.1,0.9,36,0,2377,2006-09-20
2006-08-14,U (Sep 06),155.9,155.9,149.2,150.5,150.4,-5.7,1514,0,3877,2006-09-20
2006-08-15,U (Sep 06),149.6,149.8,148.4,149.0,149.3,-1.1,538,0,4240,2006-09-20
2006-08-16,U (Sep 06),147.6,148.0,142.0,142.0,141.9,-7.4,456,0,4513,2006-09-20
2006-08-17,U (Sep 06),140.4,141.6,139.5,141.0,140.8,-1.1,174,0,4599,2006-09-20
2006-08-18,U (Sep 06),138.8,140.9,138.1,138.1,138.5,-2.3,126,0,4464,2006-09-20
2006-08-21,U (Sep 06),140.1,142.2,136.5,137.0,136.9,-1.6,371,0,4705,2006-09-20
2006-08-22,U (Sep 06),136.5,137.0,133.8,135.4,136.0,-0.9,215,0,4775,2006-09-20
2006-08-23,U (Sep 06),135.1,141.3,135.1,138.7,139.3,3.3,149,0,4792,2006-09-20
2006-08-24,U (Sep 06),138.0,139.0,137.4,139.0,138.6,-0.7,203,0,4946,2006-09-20
2006-08-25,U (Sep 06),137.3,137.3,135.0,135.0,135.4,-3.2,153,0,5023,2006-09-20
2006-08-28,U (Sep 06),136.8,136.8,132.7,133.4,133.1,-2.3,82,0,5060,2006-09-20
2006-08-29,U (Sep 06),133.4,137.4,133.4,135.5,135.6,2.5,1560,0,6330,2006-09-20
2006-08-30,U (Sep 06),135.4,135.4,133.4,134.9,134.6,-1.0,191,0,6393,2006-09-20
2006-08-31,U (Sep 06),133.9,133.9,131.7,132.0,132.3,-2.3,235,0,6494,2006-09-20
2006-09-01,U (Sep 06),130.8,131.2,129.0,129.5,129.5,-2.8,89,0,6607,2006-09-20
2006-09-05,U (Sep 06),130.5,131.5,129.7,130.0,129.9,0.4,81,0,6606,2006-09-20
2006-09-06,U (Sep 06),132.5,138.2,132.5,136.7,136.9,7.0,495,0,6889,2006-09-20
2006-09-07,U (Sep 06),139.6,141.9,138.0,138.0,138.3,1.4,436,0,6851,2006-09-20
2006-09-08,U (Sep 06),137.5,138.0,136.0,137.0,136.8,-1.5,115,0,6828,2006-09-20
2006-09-11,U (Sep 06),139.3,142.6,134.0,136.0,136.0,-0.8,403,0,6846,2006-09-20
2006-09-12,U (Sep 06),134.9,134.9,125.0,126.1,125.7,-10.3,230,0,6686,2006-09-20
2006-09-13,U (Sep 06),125.2,126.5,114.9,122.5,122.2,-3.5,222,0,6782,2006-09-20
2006-09-14,U (Sep 06),123.0,123.3,121.9,122.8,123.0,0.8,100,0,6810,2006-09-20
2006-09-15,U (Sep 06),120.5,121.4,117.3,121.4,120.9,-2.1,1624,0,8012,2006-09-20
2006-09-18,U (Sep 06),122.5,122.5,117.4,118.5,118.8,-2.1,3330,0,7015,2006-09-20
2006-09-19,U (Sep 06),119.0,126.7,118.0,118.0,118.2,-0.6,918,0,3103,2006-09-20
2006-09-20,U (Sep 06),0.0,0.0,0.0,0.0,112.89,-5.31,0,0,2753,2006-09-20
